"name","street_address","google_map","review_count","phone","website","restaurant_type","average_review","food_review","service_review","ambience_review","value_review","price_range","star_1","star_2","star_3","star_4","star_5","description","restaurant_main_type","latitude","longitude","postal_code","violation_count"
"perrine","2 East 61st Street New York, NY  10065","//www.google.com/maps/search/?api=1&query=40.7651280%2C-73.972039",169,"(212) 838-8000","http://www.perrinenyc.com/","French American",4.5169,4.4,4.5,4.4,3.9,"$31 to $50",1,4,6,20,69,"Perrine, The Pierre Hotel's new French-American restaurant, offers a menu of seasonally-inspired fare along with daily specials that feature updated takes on vintage Pierre classics. Executive Chef Ashfer Biju’s simple, yet elegantly orchestrated dishes are enhanced by vibrant ingredients and harmonious flavor pairings, from expertly prepared meat and seafood entrées to refreshing raw bar selections and colorfully composed vegetable dishes. Executive Pastry Chef Michael Mignano’s whimsical desserts are a wink to The Pierre’s indulgent personality, extending a taste of luxury to hotel guests and locals alike.","French",40.7651828,-73.9718937,10065,5
"the leopard at des artistes","1 West 67th St. New York, NY  10023","//www.google.com/maps/search/?api=1&query=40.7734360%2C-73.978955",1329,"(212) 787-8767","http://www.theleopardnyc.com/","Italian",4.51329,4.4,4.5,4.6,4,"$50 and over",2,2,5,24,67,"Located in the New York landmarked Hotel Des Artistes, and surrounded by the astonishing 1920s murals by Howard Chandler Christy, THE LEOPARD at des Artistes finds its roots in the area once known as “The Kingdom of the Two Sicilies” (mid 1800s) and in the culinary traditions of the regions of Campania, Basilicata, Calabria, Apulia, Sardinia, and of course Sicily, reaching a balance between dishes based on rural elements, such as pasta, vegetables, cheese, and seafood ingredients from the Costiera. ","Italian",40.773502,-73.9789261,10023,5
"rafele","29 Seventh Ave. South New York, NY  10014","//www.google.com/maps/search/?api=1&query=40.7307520%2C-74.004144",1325,"(212) 242-1999","http://www.rafele.com/","Italian",4.51325,4.6,4.3,4.4,4.3,"$31 to $50",1,2,7,23,67,"We are committed to offering fresh ingredients coupled with the most authentic Italian foods and wine available.We work closely with our farmers, markets, vendors and purveyors to bring you the highest quality of rustic Italian recipes created with a New York influence.","Italian",40.7308623,-74.0041448,10014,12
"the house in gramercy park","121 East 17th St New York, NY  10003","//www.google.com/maps/search/?api=1&query=40.7361320%2C-73.987743",1193,"(212) 353-2121","http://www.thehousenyc.com/","American",4.51193,4.4,4.5,4.5,4,"$31 to $50",2,1,8,22,67,"The House is a magnificently restored 1854 carriage house located in the historic Gramercy Park. The three floor layout allows us to accommodate from your most intimate gatherings to large party events. ","American",40.7361326,-73.9877434,10003,9
"baar baar","13 E 1st St New York, NY  10003","//www.google.com/maps/search/?api=1&query=40.7243890%2C-73.991552",115,"(212) 228-1200","http://baarbaarnyc.com/","Contemporary Indian",4.5115,4.5,4.2,4.6,4,"$31 to $50",1,4,7,20,68,"Baar Baar, a reimagining of the Indian love affair with all things spirited. A first of its kind Indian Gastro Bar that will challenge your perception of the subcontinent.Join us for this journey with India-inspired cocktails that pay homage to our beginnings and modern interpretation of regional Indian Cuisine crafted by Chef Sujan Sarkar.","Indian",40.724433,-73.991532,10003,8
"lexington brass","517 Lexington Avenue New York, NY  10017","//www.google.com/maps/search/?api=1&query=40.7552470%2C-73.972979",1089,"(212) 392-5976","http://www.catchhg.com/","American",4.51089,4.4,4.2,4.2,3.9,"$31 to $50",1,2,7,26,64,"Located adjacent to the Hotel 48 Lex in midtown Manhattan, Lexington Brass is a new age American Brasserie focused on bringing high quality dishes to diners in search of an authentic New York experience.  Using only the finest, locally sourced ingredients from some of the region’s most trusted purveyors, the bustling, 100 seat restaurant combines organic, nutrient-rich proteins and fresh, seasonal produce to create a menu of hearty, tasty dishes including the Organic Pennsylvania Dutch Crispy Chicken Salad, Brass Health Bowl, vegetarian Mushroom Pasta and Herb-Roasted Branzino with many gluten free, dairy free and vegan options to boot.  Offering reasonable price points and reliable quality in a relaxed upscale environment, Lexington Brass stands beside the business backdrop of modern midtown and sets itself apart with elevated brasserie favorites and a top notch team of hospitality professionals at your service breakfast, lunch, dinner and into the late evening hours.","American",40.7553,-73.9728788,10017,14
"inakaya","231 West 40th Street New York, NY  10018","//www.google.com/maps/search/?api=1&query=40.7556230%2C-73.989558",1087,"(212) 354-2195","http://www.inakayany.com/","Japanese",4.51087,4.4,4.2,4.2,3.8,"$31 to $50",1,2,8,27,62,"Our original restaurant in Japan was established and opened its first door in the heart of Roppongi, Tokyo in 1970, as the traditional ""Robata-yaki"" restaurant. Since then, Inakaya has been loved by substantial numbers of distinguished personalities, comprising of former President of the United States, Hollywood stars, and other celebrities and the epicureans from around the world for more than 30 years. ""Robata"" is the Japanese term that stands for ""around a sunken hearth"" and ""yaki"" means ""grilling"". Families used to gather around the hearth for dinner, which evolved into ""Robata-yaki"" style. It is known as a type of traditional cuisine, which features fresh ingredients grilled in proximity of guests' own eyes. Foods are cooked on open-flame, its ancient but healthy grilling method of dropping excess oil has attained its popularity, and has spread throughout Japan. And now it comes to New York!Please note this online reservation is for the Robata counter seating. ","Japanese & Koren",40.755623,-73.9895581,10018,7
"vaucluse","100 East 63rd Street New York, NY  10065","//www.google.com/maps/search/?api=1&query=40.7649210%2C-73.967668",1078,"(646) 869-2300","http://vauclusenyc.com/","French",4.51078,4.5,4.4,4.5,4,"$31 to $50",1,3,8,18,70,"Vaucluse is a stylish French brasserie from Michael White and the Altamarea Group.","French",40.7650225,-73.9676044,10065,9
"lido","2168 Frederick Douglass Blvd. New York, NY  10026","//www.google.com/maps/search/?api=1&query=40.8050550%2C-73.954881",1047,"(646) 490-8575","http://www.lidoharlem.com/","Italian",4.51047,4.5,4.5,4.4,4.3,"$30 and under",0,2,6,27,65,"Lido’s menu is Northern Italian. The menu can be described as fresh, simple, and delicious. Flavors are layered so that each one stands out but does not compete with others in the dish. The food is organic and local whenever possible and all poultry and meats are from farms that treat animals humanely. The ambiance is modish but relaxed. We look forward to seeing you soon.","Italian",40.8048926,-73.9546798,10026,12
"bar boulud","1900 Broadway New York, NY  10023","//www.google.com/maps/search/?api=1&query=40.7713730%2C-73.982034",6814,"(212) 595-0303","http://www.barboulud.com/nyc/","French",4.46814,4.4,4.3,4.1,3.9,"$30 and under",1,3,8,27,61,"Bar Boulud is Chef Daniel Boulud’s bistro and wine bar located across from New York City's Lincoln Center. An exquisite array of housemade charcuterie complements sumptuous French cooking for both lunch and dinner. Bar Boulud offers a 3 course price fixe for lunch for $29 and dinner for $48. Outdoor dining is available on the terrace seasonally. Three private wine-themed dining rooms adjacent to the wine cellar are also available for private events. ","French",40.771542,-73.9814645,10023,7
"db bistro moderne","55 West 44th Street New York, NY  10036","//www.google.com/maps/search/?api=1&query=40.7556310%2C-73.981658",6428,"(212) 391-2400","http://www.dbbistro.com/","French",4.46428,4.4,4.5,4.3,3.9,"$31 to $50",1,2,9,26,62,"Chef Daniel Boulud’s db bistro moderne is a contemporary French restaurant, known for chic bistro cuisine. The menu features updated bistro classics with a modern twist and market-driven French-American cuisine, alongside traditional French specialties and seasonal dishes showcasing the Greenmarket’s finest produce.Located one block east of Times Square in New York City, db bistro is the perfect spot for pre- and post-theater dining, a Midtown business lunch or breakfast “à L’Express”.  It was here that Daniel Boulud launched the gourmet hamburger craze in 2001 that took the world by storm. The DB Burger, stuffed with red wine-braised short ribs and foie gras, continues to be a main attraction.Our handsome bar area features a seasonal menu of dishes that can be enjoyed with exceptional wines and cocktails.","French",40.7559546,-73.9821076,10036,9
"marseille","630 Ninth Avenue New York, NY  10036","//www.google.com/maps/search/?api=1&query=40.7599110%2C-73.991356",5752,"(212) 333-2323","http://www.marseillenyc.com/","French",4.45752,4.3,4.3,4.3,4.1,"$31 to $50",1,2,8,32,57,"Marseille is a casual Southern French restaurant with Mediterranean influences.","French",40.759987,-73.9912338,10036,15
"mifune new york",":​ 245 E, 44th Street New York, NY  10017","//www.google.com/maps/search/?api=1&query=40.7516370%2C-73.97176",55,"(212) 986-2800","http://mifune-restaurant.com/","Japanese",4.455,4.5,4.4,4.4,4.1,"$31 to $50",2,2,8,26,62,"WASHOKU CUISINE / MIFUNE New York takes traditional Japanese cooking that places supreme importance on the seasonalbounty of the land and sea—and reimagines it using French technique to create innovative, artisticallycomposed dishes.","Japanese & Koren",40.7516375,-73.9717605,10017,4
"kellari taverna","19 West 44th Street New York, NY  10036","//www.google.com/maps/search/?api=1&query=40.7550000%2C-73.98",5209,"(212) 221-0144","http://www.kellariny.com/","Greek",4.45209,4.4,4.2,4.3,4,"$31 to $50",1,3,8,25,63,"Kellari Taverna is located in the heart of New York City, three blocks from Grand Central Station, Times Square and the Theater District. The dining room decor evokes a subterranean wine cellar designed with contemporary elegance. Kellari features the traditional Greek taverna specialties, such as grilled whole fish, prime chops and meats, and an eclectic selection of contemporary Hellenic savory appetizers (""mezedes"") created by our Executive Chef. The Kellari dessert menu includes innovative specialties such as warm sokolata with goat milk vanilla ice cream as as well as traditional favorites such as Baklava and Galaktoboureko. Kellari Taverna offers an extensive international wine list featuring a large selection of Greek wines.","Greek",40.7555245,-73.980845,10036,10
"1 darbar","152 E 46th Street New York, NY  10017","//www.google.com/maps/search/?api=1&query=40.7540000%2C-73.974",516,"(212) 681-4500","http://www.darbarny.com/","Indian",4.4516,4.4,4.2,3.9,4.2,"$30 and under",0,4,8,33,55,"Reviewers and patrons consistently give high marks to this cozy, bi-level restaurant & lounge. Highly Zagat rated, 1 Darbar is a superb choice for Indian food with great ambiance and service. A lavish $10.95 lunch buffet with new and delicious dishes served everyday. Dinner from $10 and up. We look forward to seeing you soon.","Indian",40.7535116,-73.9735331,10017,11
"chez josephine","414 West 42nd Street New York, NY  10036","//www.google.com/maps/search/?api=1&query=40.7584870%2C-73.993562",4702,"(212) 594-1925","http://chezjosephine.com/","French",4.44702,4.3,4.3,4.6,4.1,"$31 to $50",1,4,8,27,60,"The last of its kind near 42nd Street, Chez Josephine is a neighborhood gem founded in 1986 by Jean-Claude Baker as a tribute to legendary Josephine Baker. This Parisian bistro offers live piano music and a tantalizing menu in an intimate setting of red velvet walls, a cavalcade of chandeliers and a blue-tin ceiling. Guests receive a warm welcoming and are treated as family whether coming before a show, after the show, for a leisurely dinner in-between, or a drink at the zinc bar.Chez Josephine draws a crowd unlike any other in New York as food critic Bryan Miller noted when he wrote: “The dining room is a confluence of the famous and the fashionable, the infamous and unsung – with every shade of skin on earth – and indeed you feel the magic of Chez Josephine.”","French",40.7584711,-73.9935856,10036,11
"tribeca grill","375 Greenwich St New York, NY  10013","//www.google.com/maps/search/?api=1&query=40.7200000%2C-74.01",4361,"(212) 941-3900","http://www.myriadrestaurantgroup.com/","American",4.44361,4.2,4.3,4.3,3.9,"$31 to $50",1,3,11,27,58,"Located in the heart of downtown Manhattan, Tribeca Grill is a true New York City landmark. Co-owned by renowned restaurateur Drew Nieporent and legendary actor Robert De Niro, the Grill continues to receive many prestigious awards including, the coveted Grand Award from Wine Spectator Magazine every year since 2002. As a must-visit wine destination, the Grill features an extensive list featuring the world's largest selection of Châteauneuf du Pape (over 250) as well as many rare California Cabernet verticals. The 2,000 selection, 20,000 bottle list is one of only ten restaurants in New York to receive the Grand Award. Executive Chef Scott Burnett's straightforward, savory and satisfying cuisine reaffirms Tribeca Grill’s standing as one of NYC’s longest running and most beloved dining experiences. ","American",40.7196303,-74.0097684,10013,4
"molyvos","871 7th Avenue New York, NY  10019","//www.google.com/maps/search/?api=1&query=40.7644260%2C-73.980646",4103,"(212) 582-7500","http://www.molyvos.com/","Greek",4.44103,4.4,4.3,4.2,3.9,"$31 to $50",1,3,9,29,58,"A Livanos' family creation, Molyvos is the closest you can get to Greece in New York City. Critics agree that Molyvos serves perhaps the finest example of Greek cuisine in New York, and beyond. People from around the world have discovered that Molyvos serves the true foods and wines of Greece, along with a large dose of the country’s warm and lively spirit.  Molyvos’ menu is built upon the home-style cooking of Greece using authentic recipes, classical cooking techniques and superior ingredients.  The wine list, under the keen direction of Kamal Kouiri, is unique for its depth and breadth of excellent Greek labels and small producers from the Mediterranean whose wine deserves to be enjoyed.  Molyvos also boasts a carefully selected Pre and Post-theatre menu that perfectly accompanies an evening of entertainment.","Greek",40.7644845,-73.9805464,10019,9
"rock center cafe","Rockefeller Center 20. West 50th Street New York, NY  10020","//www.google.com/maps/search/?api=1&query=40.7580000%2C-73.977",3316,"(212) 332-7620","http://www.patinagroup.com/rock-center-cafe","Contemporary American",4.43316,4.2,4.2,4.5,3.9,"$31 to $50",1,2,11,28,58,"Rock Center Cafe is a midtown restaurant & bar in Rockefeller Center serving breakfast, lunch, dinner & brunch with holiday dining & events available.","Contemporary American",40.7588279,-73.9781906,10020,10
"empire steak house","151 East 50th Street New York, NY  10022","//www.google.com/maps/search/?api=1&query=40.7561990%2C-73.971202",307,"(212) 582-6900","http://www.empiresteakhousenyc.com/","Steakhouse",4.4307,4.4,4.7,4.6,4,"$50 and over",0,5,11,20,64,"Empire Steak House on the eastside, showcases  two-raised tiers featuring wrap-around booths, and hand-painted dome. The main dining room seats 140+,  and is the ultimate location for all your party and dining needs. While Empire""s steaks are acclaimed for its famous dry-aged porterhouse for two, the rest of the vast menu is equally stellar, featuring a wide range of fresh seafood such as 4-to 5-lb lobsters, additionally our 50th street location offers specialty cuts like the Tomahawk, Bone-In Ribeye Steak, Cajun Bone-In Ribeye Steak, Double Cut Rack of Veal and an exclusive Emperors Steak for Two.The eatery offers a highly selective wine list and features many of California's most sought after vintages and over 101 scotches to complement every dish!","Steakhouse",40.7561844,-73.9712258,10022,9
"schilling","109 Washington Street New york, NY  10028","//www.google.com/maps/search/?api=1&query=40.7085740%2C-74.013989",234,"(212) 406-1200","http://www.schillingnyc.com/","Austrian",4.4234,4.5,4.2,4.5,4.1,"$30 and under",2,2,6,30,60,"Michelin-starred chef Eduard Frauneder's newest restaurant, Schilling, is located in NYC's Financial District. With a name that nods to the surrounding neighborhood and the former Austrian currency, Schilling will offer a day-to-night bistro that features chef Frauneder's contemporary take on Austrian classics, this time with a Mediterranean touch. ","Other Europe",40.7085801,-74.0139689,10028,5
"maloney & porcelli","37 E. 50th St. New York, NY  10022","//www.google.com/maps/search/?api=1&query=40.7577590%2C-73.975376",2222,"(212) 750-2233","http://www.maloneyandporcelli.com/","American",4.42222,4.4,4.3,4.3,3.9,"$50 and over",2,2,9,25,62,"Maloney & Porcelli is a clubby new American restaurant that draws inspiration from a simpler time when three martini lunches were alive and well, steak was for dinner, and servers anticipated guests’ every need, even completing dishes tableside. Begin meals at Maloney & Porcelli with a selection of shellfish, salads or favorites such as Scallops, Peekytoe Crabcake, or Steak Carpaccio that is finished tableside. For the main course, there is a choice of steaks and shanks, including the famed Crackling Pork Shank with Firecracker Applesauce, lobsters and composed options such as Chicken Under a Brick, Pan-Seared Atlantic Salmon, or Sunday Lasagna. An array of inventive sides complete the meal, like Gruyere Soufflé, Fried Herb Tater Tots, Hash Browns. The desserts inspire nostalgia with an individual red velvet cake served, Sunday Jubilee, and a selection of house-made sorbets, sherbets and ice creams.","American",40.7578794,-73.9746006,10022,7
"nice matin","201 West 79th Street New York, NY  10024","//www.google.com/maps/search/?api=1&query=40.7831000%2C-73.9783",2140,"(212) 873-6423","http://www.nicematinnyc.com/","French",4.4214,4.3,4.3,4.2,4,"$31 to $50",2,2,9,33,54,"""Nice Matin, named after the largest daily newspaper in the South of France, gives the Upper West Side a splash of Provençal sunshine and a heady introduction to the cuisine of Nice, home of the pissaladière, pan bagnat and, if we are to believe the menu, a whopping big burger topped with comté cheese, smeared with aioli and served with a heap of rosemary-flecked fries. It's the best thing to happen to a hamburger since Daniel Boulud worked foie gras and short ribs into an all-beef patty. The pleasure is all on the plate, and it carries right through to the desserts."", William Grimes - NY Times.","French",40.7834267,-73.9784952,10024,11
"massoni","11 E 31st St New York, NY  10016","//www.google.com/maps/search/?api=1&query=40.7463600%2C-73.984946",191,"(212) 951-1141","http://www.massoninyc.com/","Italian",4.4191,4.3,4,4.3,4.1,"$31 to $50",2,6,7,22,63,"Chef Dale Talde and his partners, David Massoni and John Bush, all of Three Kings Restaurant Group, opening three unique concepts inside the Arlo Nomad Hotel: Massoni, a full-service restaurant that serves “Inauthentic Italian” fare; BARlo, the 2nd floor bar and adjoining terrace; and The Heights, a seasonal rooftop bar and patio.At Massoni, diners have the option of breakfast, lunch or dinner, and are able to sample Chef Dale Talde’s “Inauthentic Italian” cuisine, featuring classic Italian dishes with multi-cultural flavors and ingredients. Think Arancini Balls but with biyrani-style rice, served with cool ranch raita and spicy tomato. At BARlo, located on the 2nd floor, the full Massoni dinner menu is available, including the cocktails, as well as an additional classic cocktail list, focusing on the cocktails that are standards in the bars of New York City.","Italian",40.7463171,-73.9849083,10016,12
"becco","355 West 46th Street New York, NY  10010","//www.google.com/maps/search/?api=1&query=40.7604440%2C-73.989473",18139,"(212) 397-7597","http://www.becco-nyc.com/","Italian",4.418139,4.4,4.4,4.1,4.3,"$30 and under",1,3,9,27,60,"Lidia Bastianich & her son Joe's Theater District mainstay. Best known for the $22.95 pasta tasting menu & the great selections on the $29 Italian wine list. Loved by locals & out of towners alike, Becco has been serving consistently delicious regional Italian cuisine since 1993. Located on the famed Restaurant Row in NYC's Theatre District, Becco is open for lunch & dinner seven days a week. Enjoy signature dishes, like the Osso Bucco, as well as the bounty of fresh seasonal preparations. The Reserve Wine list has many of Italy's best known producers, as well as some more eclectic wine makers. A knowledgeable staffer will be on hand to help you make a great choice. With 18 years on restaurant row, great food & great service help make Becco the right choice time & time again. ","Italian",40.760804,-73.9898324,10010,8
"cafe d'alsace","1695 2nd Ave (Corner of  88th Street & 2nd Ave) New York, NY  10128","//www.google.com/maps/search/?api=1&query=40.7790080%2C-73.950886",1664,"(212) 722-5133","http://www.cafedalsace.com/","French",4.41664,4.4,4.2,4.2,4.1,"$31 to $50",0,2,10,32,56,"Cafe d'Alsace features chef  Philippe Roussel; previously at Chelsea Bar and Bistro and Montparnasse, is originally from Brittany, but he knows something about Alsace serving features such as his tarte flambée (onions and bacon), potée (cabbage soup) and choucroute made with pork or duck. Also try something off our extravagant beer menu.","French",40.7791721,-73.9510841,10128,7
"pera mediterranean brasserie","303 Madison Avenue New York, NY  10017","//www.google.com/maps/search/?api=1&query=40.7525360%2C-73.979487",1657,"(212) 878-6301","http://www.peranyc.com/","Mediterranean",4.41657,4.4,4.2,4.1,3.8,"$31 to $50",1,4,7,31,57,"Rated a Top 5 Newcomer by Zagat, Midtown brings an authentic taste of eastern Mediterranean cuisine to Manhattan.Pera derives its name from an elegant neighborhood in Istanbul that has served as the melting pot for many cultures and cuisines since the 17th century. Pera features numerous mezes, specially prepared and marinated cuts of grilled meats and seafood, traditional and modern Mediterranean side dishes and regional breads baked a la minute.Our popular Cocktails & Mezes Happy Hour is offered at the bar and loung until 8pm daily.Check out Wine Down Weekends at Pera, featuring all bottles of wine at 1/2 price (Fri, Sat and Sun dinner) and our $34 Sunday Supper Menu (served in addition to a la carte menu).Saturday and Sunday Lunch/Brunch available for private events. Groups accommodations, private dining, special events, catering and delivery services are available. Please email events@peranyc.com.","Mediterranean",40.752316,-73.9794252,10017,7
"bocca","39 East 19th Street New York, NY  10003","//www.google.com/maps/search/?api=1&query=40.7383090%2C-73.989553",1561,"(212) 387-1200","http://www.boccanyc.com/","Italian",4.41561,4.4,4.4,4.1,4,"$30 and under",1,3,10,25,61,"On June 25th, 2007, Alessandro Peluso together with his friends and family, opened the doors of Bocca with a celebration and an evening of food and wine. This Roman restaurant has been bustling with patrons ever since. Our Chef James Corona is excited to offer a roster of creative Roman dishes to New Yorkers. Chef James uses only imported Italian DOP (protected designation of origin) products and is a proud supporter of the Union Square Green Market. Our meals are complimented by an extensive wine list, an elegant and cozy yet casual dining environment, and a friendly and courteous wait staff. ","Italian",40.7382691,-73.9888568,10003,11
"society cafe","52 W 13th Street New York, NY  10011","//www.google.com/maps/search/?api=1&query=40.7363170%2C-73.996523",132,"(212) 300-4525","http://societycafenyc.com/","American",4.4132,4.2,4.2,4.4,4,"$31 to $50",1,4,12,24,59,"Hidden inside the charming Walker Hotel Greenwich Village, Society Cafe is a new market-to-table American restaurant by rising-star chef, Christopher Zabita.   Chef Zabita's training in award-winning restaurants such as Victoria and Alberts, Bar Boulud and Marc Forgione has prepared him for his new passion project at Society Cafe as he takes the helm of the kitchen as Executive Chef.   Relying on the purveyors at the nearby Union Square Farmers Market where he personally shops 4-days per week, Chef Zabita has created an evolving, seasonal menu that is sustainable and locally sourced.  The beautiful new dining room features accents of walnut, leather and teal for a modern yet sophisticated surrounding.  Guests bask in natural light over breakfast, lunch and weekend brunch from the stunning skylight above.  As the sun sets, the fireplace adds a soft, warm inviting glow while the downtown crowd comes alive in true New York City fashion.  ","American",40.7361334,-73.9966616,10011,8
"delmonico's kitchen","207 West 36th Street New York, NY  10018","//www.google.com/maps/search/?api=1&query=40.7524190%2C-73.989978",1203,"(212) 695-5220","http://www.delmonicoskitchen.com/","American",4.41203,4.3,4.3,4.1,3.8,"$31 to $50",2,4,8,27,59,"Delmonico’s, the country’s first fine dining restaurant, has expanded its premier location at 56 Beaver Street to Midtown Manhattan.  But be warned, this is not your father's Delmonico's! Prepare to be dazzled with its chic,modern interior and casual vibe. Just steps from Madison Square Garden, Macy's, and Broadway theater this contemporary spinoff boasts a sleek marble bar, deep red leather banquettes, and candlelight tables.Perfect for lunch, a drink after work, or dinner before the big game.Delmonico's Kitchen brings a globally inspired, seasonal approach to dining using organic and local ingredients to create savory twists to some of the original legendary dishes such as Delmonico Steak, Eggs Benedict, and Baked Alaska. Separating itself from other traditional steakhouses with its innovative dishes and updates on the classics, the new Delmonico's Kitchen will surely entice guests to come back for more.","American",40.7526176,-73.9901605,10018,11
"la fonda del sol","200 Park Avenue at East 44th Street MetLife Building New York, NY  10020","//www.google.com/maps/search/?api=1&query=40.7537160%2C-73.977437",1141,"(212) 867-6767","http://www.patinagroup.com/la-fonda-del-sol","Spanish",4.41141,4.4,4.3,4.4,3.9,"$31 to $50",0,1,10,31,58,"Indulge in vibrant Spanish cuisine and an expansive selection of tapas at La Fonda del Sol. A modern reincarnation of the iconic 1960s restaurant, we are conveniently located just steps away from Grand Central Terminal on the east side of Vanderbilt Avenue at 44th Street. In our tapas bar and lounge, choices include tuna tacos, garlic shrimp, croquetas, patatas bravas, and albóndigas. You may also enjoy a more intimate experience in La Fonda del Sol’s elegant main dining room with paella valenciana, whole market fish, braised short ribs, and suckling pig.","Spanish",40.7535178,-73.9767512,10020,9
"pera soho","54 Thompson Street New York, NY  10012","//www.google.com/maps/search/?api=1&query=40.7239430%2C-74.00341",570,"(212) 878-6305","http://www.pera-soho.com/","Mediterranean",4.357,4.2,3.7,4.4,3.9,"$31 to $50",3,5,9,25,58,"Pera Soho is a transportative Mediterranean retreat in the heart of Soho. Inspired by the renowned Istanbul neighborhood where cuisine, art, culture, nightlife and the cosmopolitan converge, Pera Soho seduces with an environment that is simultaneously warm and vibrant.Pera Soho’s philosophy is to appreciate the culinary and cultural richness of the Eastern Mediterranean as a whole. In addition to the contemporary presentation of authentic recipes, Pera Soho embellishes the use of Mediterranean ingredients and cooking methods to create signature dishes.Pera Soho has a unique configuration comprised of indoor and outdoor, general and private, dining areas. The terrace is covered with a heated Winter Tent during colder months.","Mediterranean",40.7237816,-74.0032266,10012,9
"state grill and bar","21 West 33rd Street New York, NY  10118","//www.google.com/maps/search/?api=1&query=40.7483460%2C-73.986424",492,"(212) 216-9693","http://www.patinagroup.com/state-grill-and-bar","American",4.3492,4.4,4.4,4.3,4.1,"$31 to $50",1,3,14,25,57,"STATE Grill And Bar is an American restaurant in the Empire State Building in Midtown NYC serving breakfast, lunch & dinner with event space and catering.","American",40.7485323,-73.9863405,10118,8
"esca","402 West 43rd Street New York, NY  10036","//www.google.com/maps/search/?api=1&query=40.7591600%2C-73.992316",4874,"(212) 564-7272","http://www.esca-nyc.com/","Italian",4.34874,4.3,4.3,4.2,3.6,"$30 and under",3,5,12,25,55,"Esca is a Southern Italian Seafood Restaurant created by Joseph Bastianich & David Pasternack. Esca showcases the style and sensibility of Italian coastal cooking. Dave went to Italy and saw firsthand what they were talking about. After years of cooking French food, Dave had finally found the food he had always wanted to cook: the best fish available, prepared in a simple and delicious way. In Italy, that means the local catch. In New York, that means the best fish of the Pacific, Mediterranean & our own backyard.At Esca, you can eat the most sought-after Pacific Ocean delicacies along side fluke that Dave caught on his day off. The menu changes daily and is driven by the fish markets of the world & the farms of Dave’s friends. Esca is the place where you can have stunning raw fish, an incredible bowl of pasta and then a Mediterranean Branzino cooked in sea salt. Esca is the best of Italian coastal cooking with access to the world’s greatest fish.","Italian",40.7592097,-73.9927457,10036,2
"blenheim","283 West 12th Street New York, NY  10014","//www.google.com/maps/search/?api=1&query=40.7375360%2C-74.004009",388,"(212) 243-7073","http://www.blenheimhill.com/","Contemporary American",4.3388,4.2,4.1,4.3,3.8,"$31 to $50",2,7,9,19,63,"Blenheim is an enticing new restaurant in the West Village highlighting ingredients sourced from owners Morten Sohlberg and Min Ye’s proprietary 150-acre farm in the Catskill Mountains.  The restaurant is a canvas for the property’s vegetables, fruits, meats, dairy, and even maple syrup.   A curated wine list showcases organic, biodynamic, and natural wines and artisanal cocktails will utilize farm ingredients to pair with the flavor profiles of the menu.   Inspired by a world away from the bustle of New York City, this 45 seat eatery with modern lines give a departure from the traditional farm-to-table look, juxtaposed against vintage and antique décor.   We look forward to welcoming you to Blenheim.","Contemporary American",40.7376767,-74.0040071,10014,12
"glass house tavern","252 West 47th Street New York, NY  10036","//www.google.com/maps/search/?api=1&query=40.7598310%2C-73.986685",3642,"(212) 730-4800","http://www.glasshousetavern.com/","Contemporary American",4.33642,4.3,4.4,4.1,4,"$31 to $50",0,3,11,37,49,"You feel a great energy when you walk into the Glass House Tavern. The decor is soothing and warm and truly makes the customer feel welcome. The prompt, friendly service is delightful and the food is incredible. Executive Chef Craig Cupani has created a contemporary American menu that sets this restaurant apart from the other choices in the neighborhood. Fresh, seasonal ingredients are the emphasis here and the results are fantastic. ","Contemporary American",40.759833,-73.986698,10036,9
"obao","647 9th Avenue New York, NY  10036","//www.google.com/maps/search/?api=1&query=40.7606000%2C-73.991223",1702,"(212) 245-8880","http://www.obaony.com/","Thai",4.31702,4.3,4.2,4.2,4.2,"$31 to $50",2,3,10,32,53,"OBAO bridges the gap from the street of Southeast Asia to the streets of NYC, bringing you combinations of various Thai and Vietnamese comfort foods with a twist.  OBAO takes traditional dishes from Thailand and Vietnam like Pad Thai and Pho Noodles and adds a touch of luxury and elegance without ever compromising on authenticity.  At OBAO, you will taste the highest quality ingredients while experiencing comfort through food you never thought was possible.With the success of our Flagship restaurant in midtown and Water Street location, OBAO is proud to unveil its Hell's Kitchen location located on 9th avenue between 45th&46th.","Southeast Asian",40.7606544,-73.991332,10036,36
"bistrot leo","60 Thompson Street New York, NY  10012","//www.google.com/maps/search/?api=1&query=40.7240060%2C-74.00307",16,"(212) 219-8119","http://www.bistrotleo.com/","French",4.316,4.2,4.1,4.3,3.8,"$31 to $50",4,6,10,17,63,"BRIAN LOIACONO, a former chef for Daniel Boulud at Bar Boulud and DB Bistro Moderne, will take over the kitchen at John McDonald’s restaurant, Sessanta, in the Sixty SoHo, to be renamed Bistrot Leo. His menu, in place starting in April, will represent a shift to French bistro fare from the original Italian approach. - New York Times, Off The Menu","French",40.7239616,-74.0031348,10012,8
"el toro blanco","257 Sixth Avenue New York, NY  10014","//www.google.com/maps/search/?api=1&query=40.7289690%2C-74.002547",518,"(212) 645-0193","http://www.eltoroblanconyc.com/","Mexican",4.2518,4,3.6,4.1,3.6,"$31 to $50",4,8,12,24,52,"Mexican restaurant featuring a substantial seafood menu of ceviche, tacos and entrees with coastal influence, guacamole bar, and extensive tequila bar.","Mexican",40.7290259,-74.002807,10014,10
